MolWt	HeavyAtomMolWt	ExactMolWt	NumValenceElectrons	NumRadicalElectrons	MaxEStateIndex	MinEStateIndex	MaxAbsEStateIndex	MinAbsEStateIndex	BalabanJ	BertzCT	FractionCSP3	HallKierAlpha	HeavyAtomCount	Ipc	LabuteASA	MolLogP	MolMR	NHOHCount	NOCount	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAliphaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumAromaticRings	NumHAcceptors	NumHDonors	NumHeteroatoms	NumRotatableBonds	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	RingCount	TPSA	fr_Al_COO	fr_Al_OH	fr_Al_OH_noTert	fr_ArN	fr_Ar_COO	fr_Ar_N	fr_Ar_NH	fr_Ar_OH	fr_COO	fr_COO2	fr_C_O	fr_C_O_noCOO	fr_C_S	fr_HOCCN	fr_Imine	fr_NH0	fr_NH1	fr_NH2	fr_N_O	fr_Ndealkylation1	fr_Ndealkylation2	fr_Nhpyrrole	fr_SH	fr_aldehyde	fr_alkyl_carbamate	fr_alkyl_halide	fr_allylic_oxid	fr_amide	fr_amidine	fr_aniline	fr_aryl_methyl	fr_azide	fr_azo	fr_barbitur	fr_benzene	fr_benzodiazepine	fr_bicyclic	fr_diazo	fr_dihydropyridine	fr_epoxide	fr_ester	fr_ether	fr_furan	fr_guanido	fr_halogen	fr_hdrzine	fr_hdrzone	fr_imidazole	fr_imide	fr_isocyan	fr_isothiocyan	fr_ketone	fr_ketone_Topliss	fr_lactam	fr_lactone	fr_methoxy	fr_morpholine	fr_nitrile	fr_nitro	fr_nitro_arom	fr_nitro_arom_nonortho	fr_nitroso	fr_oxazole	fr_oxime	fr_para_hydroxylation	fr_phenol	fr_phenol_noOrthoHbond	fr_phos_acid	fr_phos_ester	fr_piperdine	fr_piperzine	fr_priamide	fr_prisulfonamd	fr_pyridine	fr_quatN	fr_sulfide	fr_sulfonamd	fr_sulfone	fr_term_acetylene	fr_tetrazole	fr_thiazole	fr_thiocyan	fr_thiophene	fr_unbrch_alkane	fr_urea	active
402.475	374.251	402.214129376	156	0	12.7461679442	-0.428889623751	12.7461679442	0.0849816622905	1.63374708975	835.652032456526	0.5	-2.94	29	3863516.80062	169.504428335909	-0.291279999999998	104.0684	2	9	0	1	1	1	1	2	6	2	9	8	0	1	1	3	102	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
353.357	337.229	353.128802972	132	0	13.9876547339	-0.416327462163	13.9876547339	0.149064880709	1.36510833427	977.384100314021	0.333333333333333	-3.03	26	1722091.04184	147.757658700621	2.9967	89.9657	1	7	1	1	2	1	2	3	5	1	8	4	1	1	2	5	87.91	0	0	0	0	0	4	1	0	0	0	1	1	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416.459	396.299	416.11544074	152	0	12.6285370213	-3.81080733445	12.6285370213	0.087492212807	1.99281549135	1234.82323575136	0.210526315789474	-3.24	29	2572038.57849	167.168565009456	1.5958	107.899	1	9	0	0	0	1	2	3	7	1	10	6	0	0	0	3	110.08	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
492.666	454.362	492.264450696	188	0	13.65704806	-0.619544228185	13.65704806	0.047070473251	1.90111535162	1040.61812439487	0.625	-2.43	34	39274452.2581	204.069040288335	1.2335	135.5278	4	9	0	1	1	0	2	2	7	3	10	12	0	1	1	3	114.86	0	0	0	1	0	2	1	0	0	0	1	1	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
392.799	375.663	392.088747324	142	0	12.9625042081	-1.09870275888	12.9625042081	0.0201313040648	2.11360333096	1000.47159615075	0.294117647058824	-2.91	27	1065244.72472	158.483391252687	1.1654	96.4154	2	9	0	1	1	0	2	2	7	2	10	5	0	0	0	3	111.03	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0
502.035	467.763	501.226858248	188	0	13.0656296011	-0.413122083971	13.0656296011	0.0520231109157	1.21636248185	1156.37325371072	0.576923076923077	-2.74	35	80622401.6201	210.024867496709	-0.392099999999995	132.1574	2	8	0	3	3	1	0	1	5	2	9	7	0	1	1	4	102.04	0	0	0	0	0	0	0	0	0	0	3	3	0	0	1	2	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
437.456	414.272	437.169918836	166	0	10.3309799994	-1.26572993158	10.3309799994	0.0734097852104	1.34650953558	1262.16629852387	0.318181818181818	-3.31	32	32433354.3235	182.428348299342	0.794699999999999	115.8918	5	10	0	1	1	2	2	4	10	4	10	6	0	1	1	5	148.77	0	3	3	1	0	4	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
476.602	452.41	476.085797488	166	0	12.9270351211	-3.87685170783	12.9270351211	0.0383795482916	2.09940540605	1229.90481276627	0.529411764705882	-1.64	30	3561054.96456	178.618306347079	0.238000000000002	112.823	2	10	0	1	1	1	1	2	8	1	13	6	0	1	1	3	141.13	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
446.414	426.254	446.15140956	168	0	13.4409424056	-1.16873872069	13.4409424056	0.0141098385074	1.58799720533	1159.26436235049	0.35	-3.83	32	13596624.4238	179.742160064821	0.814299999999999	109.9645	5	10	0	2	2	1	1	2	6	4	12	4	0	1	1	4	150.28	0	0	0	0	0	2	1	0	0	0	3	3	0	0	0	2	3	1	0	0	0	1	0	0	0	0	0	3	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407.878	383.686	407.148607928	150	0	13.6413789683	-1.40313019652	13.6413789683	0.129456412195	1.87102936345	860.335422409772	0.526315789473684	-2.16	28	2186302.00721	167.867070051208	-0.484999999999997	104.0035	2	8	0	3	3	1	0	1	4	2	9	3	0	1	1	4	86.88	0	1	1	0	0	0	0	0	0	0	2	2	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	1	0	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
394.479	368.271	394.211724072	152	0	12.5522647917	-0.215173281638	12.5522647917	0.00450465062568	1.59348109836	1072.46372154569	0.380952380952381	-3.29	29	3031081.1253	169.516216429883	2.38768	110.7597	1	8	0	0	0	1	2	3	6	1	8	6	0	0	0	3	92.49	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	5	1	0	0	1	0	0	0	0	0	0	0	2	0	1	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
351.41	330.242	351.169524912	134	0	12.5849894026	-0.191650972117	12.5849894026	0.175762869734	1.48878090273	911.08399688365	0.315789473684211	-2.93	26	1356244.10274	150.920598639217	2.8238	100.5059	2	7	0	1	1	1	2	3	5	2	7	3	0	1	1	4	83.14	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
517.652	482.372	517.23589022	194	0	13.7447632905	-4.01879637592	13.7447632905	0.0329429028807	1.4899658185	1429.54579508328	0.52	-3.05	36	99638846.5498	210.667804789602	-2.91573999999999	129.6844	3	10	0	2	2	1	1	2	6	3	11	7	0	1	1	4	125.65	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
429.458	410.306	429.110689708	156	0	12.6149787836	-3.80207895572	12.6149787836	0.0136955848159	1.80237455617	1232.7010955216	0.157894736842105	-3.57	30	4017228.91633	172.105876689146	1.15344	107.6736	4	10	0	0	0	1	2	3	9	2	11	6	0	0	0	3	160.26	0	0	0	1	0	3	0	0	0	0	2	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
503.6	466.304	503.274383904	198	0	13.2118109447	-0.718827054728	13.2118109447	0.064252371999	1.90419446184	989.151927072204	0.56	-3.47	36	86451087.08	211.868465320268	1.9543	133.9434	2	11	0	2	2	1	0	1	7	2	11	9	0	1	1	3	112.68	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
479.537	450.305	479.216869028	184	0	13.4459948483	-0.300090558624	13.4459948483	0.094291699896	1.58747406816	1321.33565200774	0.36	-3.92	35	65457335.9724	202.399176207183	2.5261	133.0554	2	10	0	1	1	2	1	3	7	2	10	7	0	0	0	4	116.86	0	0	0	0	0	2	1	0	0	0	2	2	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482.505	456.297	482.213849312	184	0	10.7409531858	-1.31773480102	10.7409531858	0.115547803934	1.41870475599	1296.00492964416	0.428571428571429	-3.72	35	141015533.265	198.953415712229	-0.577699999999999	122.7455	6	14	0	1	1	1	3	4	14	5	14	8	0	1	1	5	195.17	0	3	3	1	0	8	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
464.015	435.791	463.168297816	166	0	12.7860097616	-0.193165147562	12.7860097616	0.0653280548123	1.31146811953	959.096642912163	0.523809523809524	-2.1	31	15359950.7005	190.65694243332	0.844820000000001	119.4781	3	8	0	2	2	1	1	2	6	2	10	6	0	2	2	4	98.55	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	4	1	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
448.569	418.329	448.20185044	168	0	12.9352542704	-3.57055620364	12.9352542704	0.0308182161754	1.23665175195	1106.82442666904	0.523809523809524	-2.27	31	12774337.9521	182.013431225417	-2.84039999999999	114.9749	3	9	0	3	3	1	0	1	6	3	10	7	0	1	1	4	104.95	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	3	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
386.48	358.256	386.230448136	150	0	12.0899146743	-0.676719402331	12.0899146743	0.51003341693	1.3765129608	778.349147228322	0.526315789473684	-2.81	28	3181603.90253	164.028010337961	-0.0454999999999981	104.0371	3	9	0	1	1	1	1	2	6	3	9	7	0	1	1	3	106.24	0	0	0	0	0	4	0	0	0	0	2	2	0	0	0	4	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
480.546	456.354	480.146740868	176	0	12.6159639713	-0.395029610751	12.6159639713	0.0591685658277	1.25857533541	1129.19305144239	0.291666666666667	-3.66	34	56182218.3907	200.496718931089	3.6639	130.1621	1	9	0	2	2	2	0	2	7	1	10	7	0	2	2	4	112.86	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
351.39	332.238	351.156948848	132	0	12.284718493	-0.147558252984	12.284718493	0.129657149642	1.48404159763	1189.4494500774	0.222222222222222	-3.26	26	1287315.86474	147.887985559172	-0.552599999999998	97.2734	2	8	0	0	0	1	3	4	6	2	8	5	0	0	0	4	89.49	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	4	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
516.693	484.437	516.197730884	188	0	12.9367287451	-0.356722269539	12.9367287451	0.157703451751	1.49977723788	1228.40970764001	0.541666666666667	-2.66	35	85307306.7604	213.197931897892	4.49082	138.0702	1	9	1	0	1	0	3	3	10	1	11	9	0	0	0	4	103.93	0	0	0	0	0	5	0	0	0	0	2	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
414.555	386.331	414.196371136	154	0	12.7900813775	0.0116664304611	12.7900813775	0.0116664304611	1.28266662722	950.06329410647	0.571428571428571	-2.06	29	7883344.72536	174.421095060031	-1.4152	112.2994	2	7	1	3	4	1	0	1	6	2	8	5	1	1	2	5	71.14	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
362.389	344.245	362.137890436	136	0	13.3363366087	-1.05901431406	13.3363366087	0.125615787982	1.52937252096	1089.77528075619	0.25	-3.35	27	2820889.24391	155.098159522976	2.3031	98.0277	1	7	0	2	2	2	1	3	5	1	7	2	0	1	1	5	76.46	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	3	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
475.571	453.395	475.114809784	168	0	13.8866611215	-0.734380557948	13.8866611215	0.0344982993197	1.41740727654	1176.39436808549	0.380952380952381	-2.79	32	20455810.9004	191.944489550427	4.8366	122.5301	1	8	1	0	1	1	2	3	8	1	11	7	0	0	0	4	102.95	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
451.571	418.307	451.258339916	176	0	13.2535244108	-0.900268541977	13.2535244108	0.0487704757848	1.42374073587	1090.96203947826	0.52	-3.16	33	18797619.0205	194.26726664336	3.24214	124.6564	2	8	1	1	2	1	1	2	5	2	8	5	1	1	2	4	96.33	0	0	0	0	0	2	0	0	0	0	3	3	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
382.851	363.699	382.119653528	138	0	12.5677430458	-0.801685143193	12.5677430458	0.333941732136	1.82775231907	1044.59251560154	0.2	-2.99	27	1113854.10933	161.383843712025	3.77524	105.9947	1	6	0	0	0	2	1	3	5	1	7	4	0	0	0	3	76.88	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
507.64	476.392	507.217834852	188	0	13.2288227919	-0.0758377687495	13.2288227919	0.0676511546614	1.36500218086	1392.69768042443	0.461538461538462	-3.24	36	389344713.386	212.586793165343	3.1988	136.6024	2	9	1	1	2	1	3	4	8	2	10	8	1	0	1	6	99.36	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0
415.514	384.266	415.234530472	162	0	12.49336523	-0.26260159465	12.49336523	0.0299749735944	1.54529979703	862.32735625897	0.5	-2.87	30	6874951.05902	176.74700985782	1.4234	112.7039	2	8	0	1	1	1	1	2	5	2	8	10	0	0	0	3	89.11	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
489.017	461.801	488.141080024	174	0	12.2460243356	-0.832315729886	12.2460243356	0.171421256797	1.49764670092	1170.41609445571	0.375	-2.52	33	30154111.6413	200.882490475971	3.1513	128.8637	3	7	0	1	1	1	2	3	6	3	9	6	0	1	1	4	92.96	0	1	0	0	0	1	0	0	0	0	2	2	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0
372.449	346.241	372.203564692	144	0	12.078399898	-0.683919831822	12.078399898	0.351844047585	1.42563919046	762.465432223158	0.473684210526316	-2.74	27	1951455.36478	157.881710462276	0.638700000000001	100.0001	3	8	0	1	1	1	1	2	5	3	8	6	0	1	1	3	101.56	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	2	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
487.576	453.304	487.259482788	190	0	14.5432408592	-0.786865578021	14.5432408592	0.0108040158595	1.97972685806	1219.31349723823	0.52	-3.43	35	41233677.8044	203.27724717699	2.79862	134.0481	3	9	0	1	1	1	1	2	6	2	10	9	0	1	1	3	121.5	0	0	0	1	0	2	1	0	0	0	2	2	0	0	0	3	1	1	0	0	0	1	0	0	0	0	0	2	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409.514	380.282	409.235199168	158	0	12.7088001018	-0.0146793377845	12.7088001018	0.0146793377845	1.60354227231	1045.83259920718	0.454545454545455	-3	30	7524601.85043	175.866200273244	2.10086	113.6584	2	8	0	1	1	0	3	3	6	2	8	5	0	1	1	4	90.28	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	4	2	0	0	0	1	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
394.453	372.277	394.131090804	146	0	12.5357464777	-3.78536893434	12.5357464777	0.0245623951522	1.61845449264	894.403775924917	0.470588235294118	-2.46	27	1188220.47341	156.87889499778	0.231700000000001	95.7466	4	9	1	1	2	1	0	1	5	3	10	6	1	1	2	3	138.67	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
397.5	374.316	397.146012596	146	0	13.0173543005	-3.72564318463	13.0173543005	0.0392062967162	1.5426820472	1070.38605168369	0.285714285714286	-2.64	28	3042015.74696	163.950108285232	3.1116	108.1229	3	6	0	1	1	2	1	3	3	2	7	4	0	1	1	4	96.26	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
468.506	440.282	468.189651236	180	0	13.2002907314	-1.30158643656	13.2002907314	0.0294098419799	1.39328185994	1085.17178698189	0.4	-3.59	34	42604268.6625	197.150214100318	2.6475	122.211	2	9	0	2	2	2	0	2	7	2	9	8	0	1	1	4	114.4	0	1	1	0	0	0	0	0	0	0	3	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
510.513	481.281	510.209004688	196	0	13.6849435994	-4.63539163328	13.6849435994	0.0260830440737	1.75247424436	1058.43273472986	0.583333333333333	-3.15	36	88486925.8838	205.11924481363	0.194600000000003	116.3745	5	9	1	2	3	1	0	1	5	3	12	7	1	2	3	4	149.24	1	0	0	0	0	0	0	0	1	1	4	4	0	0	0	1	1	2	0	0	1	0	0	0	0	3	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0
495.565	470.365	495.16887328	182	0	12.405486862	-0.650688030691	12.405486862	0.0146704931973	1.42107709566	1222.86268944913	0.304347826086957	-3.93	35	98962864.5678	205.57994485118	3.02752	131.5893	2	11	0	1	1	2	1	3	9	2	12	7	0	1	1	4	135.29	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
446.602	420.394	446.155866072	160	0	12.8727531599	-0.340149754346	12.8727531599	0.0800555608046	1.53116128375	1020.68508249622	0.5	-2.17	30	9321099.07485	183.576641340262	3.65524	118.9397	1	8	0	1	1	0	3	3	9	1	10	7	0	1	1	4	86.86	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
445.479	422.295	445.175004216	168	0	10.398700458	-1.21072539752	10.398700458	0.171248302096	1.3019267856	1279.71590966061	0.291666666666667	-3.37	33	84496507.0857	188.89437307723	1.6622	120.5431	4	9	1	1	2	2	2	4	9	4	9	5	0	1	1	6	125.55	0	3	3	0	0	4	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
